Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
1353,70000.0,2434,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,True,False,False
1166,40000.0,573,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,True,False,False
1822,80000.0,1992,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
1924,100000.0,983,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1599,180000.0,1849,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,True,False,False
868,100000.0,686,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
1270,40000.0,2271,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,True,False,False
442,43000.0,1935,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,True,False,False
1455,150000.0,1087,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,False,True
1447,174000.0,1974,Не требуется,Полная занятость,Не указаны,68,True,False,False,True,False,False,False
1491,130000.0,1646,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
1593,80000.0,304,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
802,100000.0,1038,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1102,69000.0,991,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1609,200000.0,247,Не требуется,Проектная работа,Не указаны,68,False,True,False,False,False,True,False
844,100000.0,2164,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1272,100000.0,801,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1810,80000.0,1590,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
554,200000.0,1813,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1270,45000.0,10,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
721,60000.0,1519,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1732,120000.0,1722,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1631,200000.0,1722,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
254,65000.0,1207,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
